id,kind,group,task,seed,cfg,steps,resolution,preprocess,status,validation_passed,wall_seconds,peak_allocated_gib,peak_reserved_gib,peak_nvml_gib,step_p50_seconds,step_p95_seconds,adapter_parameters,action,identity,clothing,background,anatomy,added_person,missing_person,wrong_person,reviewer,note
T_M_1024_online_1_D0,train,main,D0,42,,,1024,letterbox,PASS,True,119.7567993379198,23.47379446029663,25.1015625,26.28179931640625,2.3925969729898497,2.3953433281451,130277376.0,,,,,,,,,,
T_M_1024_online_1_S0,train,main,S0,42,,,1024,letterbox,PASS,True,120.62923666497227,23.47434377670288,25.1015625,26.28179931640625,2.407158731482923,2.4107543335238004,130277376.0,,,,,,,,,,
T_M_512_cache_0_D0,train,main,D0,42,,,512,letterbox,PASS,True,28.879671804024838,12.7843656539917,13.84375,15.02203369140625,0.23955768445739523,0.24235162635450253,130277376.0,,,,,,,,,,
T_M_512_cache_0_S0,train,main,S0,42,,,512,letterbox,PASS,True,29.104216390987858,12.79042673110962,13.87109375,15.04937744140625,0.24118072947021574,0.24385594404302538,130277376.0,,,,,,,,,,
T_M_512_cache_1_D0,train,main,D0,42,,,512,letterbox,PASS,True,31.248435017070733,8.798203945159912,9.328125,10.50640869140625,0.34780090948333964,0.3507374868786428,130277376.0,,,,,,,,,,
T_M_512_cache_1_S0,train,main,S0,42,,,512,letterbox,PASS,True,31.220281447982416,8.798203945159912,9.328125,10.50640869140625,0.3510355585021898,0.35274925096309745,130277376.0,,,,,,,,,,
T_M_512_online_0_D0,train,main,D0,42,,,512,letterbox,PASS,True,64.42757192999125,20.8372220993042,22.419921875,23.60015869140625,0.33665743499295786,0.3393023435026407,130277376.0,,,,,,,,,,
T_M_512_online_0_S0,train,main,S0,42,,,512,letterbox,PASS,True,64.31486194196623,20.83782148361206,22.427734375,23.60797119140625,0.3376254790346138,0.3397157201776281,130277376.0,,,,,,,,,,
T_M_512_online_1_D0,train,main,D0,42,,,512,letterbox,PASS,True,67.22241986892186,16.865743160247803,17.572265625,18.75250244140625,0.4427652839804068,0.4465095625491813,130277376.0,,,,,,,,,,
T_M_512_online_1_S0,train,main,S0,42,,,512,letterbox,PASS,True,66.64490744296927,16.866719722747803,17.57421875,18.75445556640625,0.44437051203567535,0.4472801078518387,130277376.0,,,,,,,,,,
T_M_768_cache_0_D0,train,main,D0,42,,,768,letterbox,PASS,True,38.98817131796386,21.499876499176025,21.94140625,23.11968994140625,0.647328995517455,0.6500342256273143,130277376.0,,,,,,,,,,
T_M_768_cache_0_S0,train,main,S0,42,,,768,letterbox,PASS,True,38.9312104890123,21.47434663772583,22.06640625,23.24468994140625,0.6511132635059766,0.6524957543064375,130277376.0,,,,,,,,,,
T_M_768_cache_1_D0,train,main,D0,42,,,768,letterbox,PASS,True,44.465678120963275,11.547105312347412,12.216796875,13.39508056640625,0.8752129480126314,0.8783669602416921,130277376.0,,,,,,,,,,
T_M_768_cache_1_S0,train,main,S0,42,,,768,letterbox,PASS,True,44.823378355940804,11.547120571136475,12.216796875,13.39508056640625,0.8793565210071392,0.881532848707866,130277376.0,,,,,,,,,,
T_M_768_online_0_D0,train,main,D0,42,,,768,letterbox,PASS,True,81.780167727964,29.55748701095581,30.93359375,32.11383056640625,0.8292941644904204,0.8319887654448394,130277376.0,,,,,,,,,,
T_M_768_online_0_S0,train,main,S0,42,,,768,letterbox,PASS,True,77.08371182903647,29.536263942718506,30.884765625,32.06500244140625,0.8288768285419792,0.832132098422153,130277376.0,,,,,,,,,,
T_M_768_online_1_D0,train,main,D0,42,,,768,letterbox,PASS,True,83.35213970893528,19.618043422698975,20.642578125,21.82281494140625,1.0588714049663395,1.0620322654140182,130277376.0,,,,,,,,,,
T_M_768_online_1_S0,train,main,S0,42,,,768,letterbox,PASS,True,80.8167690570699,19.618058681488037,20.642578125,21.82281494140625,1.0622276589856483,1.067735139268916,130277376.0,,,,,,,,,,
T_S_1024_cache_1_D0,train,sensitivity,D0,42,,,1024,letterbox,PASS,True,74.7004029750824,14.837480068206787,16.19140625,17.36968994140625,2.0599975744844414,2.0627123376936654,92520448.0,,,,,,,,,,
T_S_1024_cache_1_S0,train,sensitivity,S0,42,,,1024,letterbox,PASS,True,75.14223854895681,14.840407848358154,15.689453125,16.86773681640625,2.07562780554872,2.0777820229355712,92520448.0,,,,,,,,,,
T_S_512_cache_1_D0,train,sensitivity,D0,42,,,512,letterbox,PASS,True,30.433285439037718,8.233872890472412,8.685546875,9.86383056640625,0.3415214879787527,0.34396990926470605,92520448.0,,,,,,,,,,
T_S_512_cache_1_S0,train,sensitivity,S0,42,,,512,letterbox,PASS,True,30.507992179016583,8.232652187347412,8.685546875,9.86383056640625,0.3413241285015829,0.3430390422581695,92520448.0,,,,,,,,,,
T_S_768_cache_1_D0,train,sensitivity,D0,42,,,768,letterbox,PASS,True,44.01377077808138,10.983140468597412,11.921875,13.10015869140625,0.8699806664371863,0.8721989216457586,92520448.0,,,,,,,,,,
T_S_768_cache_1_S0,train,sensitivity,S0,42,,,768,letterbox,PASS,True,44.327207115944475,10.984239101409912,11.640625,12.81890869140625,0.8718348730471916,0.8758805280085653,92520448.0,,,,,,,,,,
